FEN,Movimientos
r5k1/p2Q1ppp/1p2p3/3p4/1P6/P5P1/5RKP/q7 b - - 1 26,a1e5 d7f7 g8h8 f7f8 a8f8 f2f8
4Q3/p3R2p/2p3pk/1p1b1q2/1P1P1b2/P4P1P/1B4P1/7K w - - 9 34,e8h8 f5b1 b2c1 b1c1 e7e1 c1e1
2kr3r/2p2pp1/p2p1q2/1Pb4p/3PP3/1B3P1b/1P3P2/R1BQR1K1 w - - 0 19,d4c5 f6g6 c1g5 g6g5 g1h2 g5g2
6rk/n1p2pBp/4p3/pPb2q2/P1P4Q/8/5P1P/3B2RK b - - 0 28,g8g7 h4d8 c5f8 d8f8 g7g8 f8g8
r4r1k/p1p3pp/1p4n1/8/7q/1Q1BP3/PP3PPP/R1BR2K1 w - - 3 21,d3g6 h4f2 g1h1 f2f1 d1f1 f8f1
8/1kr5/p3p3/2QpN3/q7/7P/PP3PP1/6K1 w - - 5 40,c5d6 c7c1 g1h2 a4f4 g2g3 f4f2
8/p4kpp/8/5PP1/2r3K1/8/P3R3/8 w - - 1 33,g4h5 g7g6 f5g6 h7g6 h5h6 c4h4
5rk1/4Qppp/p2p4/8/8/7P/2qr1PP1/1R2R1K1 b - - 3 30,d2f2 e7f8 g8f8 b1b8 c2c8 b8c8
1rr3k1/5p1p/2BRb1p1/1p2P3/1Qp2P2/P3q1P1/3R2KP/8 b - - 8 37,c8c6 d6d8 b8d8 d2d8 g8g7 b4f8
r2q2k1/p3r1p1/3p1pP1/bp2pP2/8/4B2Q/PPP4P/6RK b - - 1 28,e7e8 h3h7 g8f8 h7h8 f8e7 h8g7
3r2k1/1p3p1p/2b3pP/1p6/4pq2/6RQ/6PK/8 b - - 3 37,d8d3 h3c8 d3d8 c8d8 c6e8 d8e8
4r1k1/p4ppp/8/8/1P6/3Q4/P4qPP/R6K w - - 1 32,a2a4 e8e1 a1e1 f2e1 d3f1 e1f1
r5k1/ppp2ppp/8/8/2PpPn2/3PqQ1B/P1P4P/5R1K b - - 4 21,f4h3 f3f7 g8h8 f7f8 a8f8 f1f8
2qr2k1/5ppp/p2N4/1p6/3b4/1Q6/P5PP/5R1K b - - 1 26,d8d6 b3f7 g8h8 f7f8 c8f8 f1f8
1k1n1r1r/1p6/pP1pq2p/6pP/3P4/2Q5/1B3P2/2R2KR1 b - - 1 31,e6f5 c3c7 b8a8 c7c8 f5c8 c1c8
6k1/p4pp1/7p/3p3q/5Qn1/2PP1NP1/5r1P/4R1K1 b - - 1 31,h5h3 e1e8 g8h7 f4f5 g7g6 f5f7
8/1p6/8/p4kpp/P7/1P2RPPK/3r4/8 w - - 1 34,e3e7 g5g4 f3g4 h5g4 h3h4 d2h2
8/p1R1bpkp/4p2p/3pP3/1P1N1PB1/r5P1/7r/1K6 b - - 3 35,e7b4 d4e6 g7h8 c7c8 b4f8 c8f8
4r3/p4kpp/4r3/8/2Q1p3/1P1pq3/5RPP/2R3K1 b - - 5 39,f7g8 c4e6 e8e6 c1c8 e6e8 c8e8
1n3r1k/1Q5p/4R1p1/p1q5/P7/1B6/5PPP/1R4K1 w - - 1 28,e6e7 c5f2 g1h1 f2f1 b1f1 f8f1
3R4/pkp2q2/1p6/6Q1/4r1n1/2P2N2/PP3KP1/8 w - - 6 34,f2g1 e4e1 f3e1 f7f2 g1h1 f2e1
6k1/5r1p/pq4p1/4Q3/1P6/8/R4PPP/R5K1 w - - 0 35,a2a6 b6f2 g1h1 f2f1 a1f1 f7f1
5r1k/3b2pp/1p1q4/3P4/1pQ5/1P3PP1/P1R1P2P/6K1 b - - 0 28,f8c8 c4c8 d7c8 c2c8 d6d8 c8d8
3R4/2p2ppk/p6p/2P2b2/B1P5/r3B3/5PPP/6K1 w - - 2 30,a4e8 a3a1 e3c1 a1c1 d8d1 c1d1
3r4/pp3R2/3pr3/2n4k/5P1P/1P6/1PP5/2K3R1 b - - 8 37,d8e8 f7h7 e6h6 g1g5 h5h4 h7h6
3r2k1/p4rpp/5q2/2n5/P3Q3/4P3/5PPP/2R2RK1 w - - 0 22,c1c5 f6f2 f1f2 d8d1 f2f1 d1f1
8/p4rkp/2R3p1/3p1pK1/5N2/8/Pr6/8 b - - 0 39,b2h2 f4e6 g7h8 c6c8 f7f8 c8f8
r3b1k1/pp3Rpr/1q2p1Qp/3pP2P/3P4/4b3/PP2N1P1/5R1K b - - 7 24,e8f7 g6f7 g8h8 f7f8 a8f8 f1f8
r5k1/1b1p2pp/4P2r/1pp3q1/6P1/3P2Q1/BP5P/R5K1 b - - 0 23,a8a2 g3b8 b7c8 b8c8 g5d8 c8d8
8/R4prk/8/7p/2Q1P1p1/2P2P1P/PP3qPK/8 w - - 0 48,a7f7 g4g3 h2h1 f2e1 c4f1 e1f1
rn6/1p1k3r/1Bp3pp/p3P3/P1B1n3/8/1PP2P2/2K2R2 b - - 0 27,h7e7 f1d1 e4d2 d1d2 d7e8 d2d8
8/1p4rk/6q1/2Rp1pr1/3Pp3/P3P1NK/1P2QP2/6R1 w - - 0 38,h3g2 g5g3 f2g3 g6g3 g2f1 g3g1
2r3k1/6p1/Q7/2q5/4Rp2/4P2P/5PPK/2q5 b - - 1 42,f4e3 a6e6 g8h8 e4h4 c5h5 h4h5
3rr3/1pp2pk1/6pb/pP2P3/P2p2Rp/B2Q1P2/5P1q/5KR1 b - - 0 34,h2e5 g4g6 f7g6 d3g6 g7h8 g6h6
1R6/p2r3k/5Rp1/2pB3p/3p4/6KP/P3r3/8 b - - 0 40,d7d5 f6f7 h7h6 b8h8 h6g5 h3h4
8/p4kp1/5p2/7q/4Q3/3pPK2/PP3PPP/R6R w - - 3 28,g2g4 h5h3 f3f4 g7g5 f4f5 h3h7
2Q5/p4Rpk/2p4p/8/3Pq2N/7P/5PPK/4r3 w - - 1 27,f7a7 e4f4 g2g3 f4f2 h4g2 f2g1
5r1k/6p1/4pq1p/p7/1p1P4/1P2Q3/P4PPP/4R1K1 w - - 0 31,e3e6 f6f2 g1h1 f2f1 e1f1 f8f1
2r4k/1pq2pp1/p6p/3QP3/8/8/PP1R2PP/1KN5 w - - 1 27,d2d1 c7c2 b1a1 c2c1 d1c1 c8c1
6k1/rR1b1pp1/2n1p2p/3pP3/2pP4/r1P1PN2/P1BK2PP/1R6 b - - 0 18,a3a2 b7b8 c6b8 b1b8 d7c8 b8c8
6rk/ppp4p/3p3Q/4p3/8/P5P1/1PP1q2K/R4R2 w - - 1 26,h2h3 e2g4 h3g2 g4g3 g2h1 g3g2
4r1k1/Q4pp1/4q2p/5b2/5B2/2P5/P1r2PPP/R4RK1 w - - 1 20,f1c1 c2c1 a1c1 e6e1 c1e1 e8e1
3r2k1/1p3ppp/1Pn5/q3p3/4N1b1/1QP1P3/1P4PP/5RK1 b - - 10 20,g4e2 b3f7 g8h8 f7f8 d8f8 f1f8
7k/pbp3pp/1b1p4/4q3/2Q5/1NN5/PPP2rPP/5RK1 w - - 2 20,f1f2 e5e1 c4f1 b6f2 g1h1 e1f1
5q1k/Q5p1/7p/2b1P3/8/8/P2p1PPP/3R2K1 w - - 2 30,a7d7 f8f2 g1h1 f2e1 d1e1 d2e1q
3r2k1/ppQ2ppp/3r4/8/3nP3/5P1N/PPP3PP/2K4R w - - 3 18,c7b7 d4e2 c1b1 d6d1 h1d1 d8d1
7k/5Kp1/p4p2/2p3r1/3b4/8/P6r/1R6 b - - 7 44,h2a2 b1h1 a2h2 h1h2 g5h5 h2h5
r3nrk1/5p1Q/p5p1/1p6/4q3/1R6/P1P3PP/B4R1K b - - 0 24,g8h7 b3h3 e4h4 h3h4 h7g8 h4h8
5rk1/1p3q1p/3n2p1/3pB3/P1b4N/4P1Q1/5rPP/2RR2K1 w - - 2 32,e5d6 f2f1 d1f1 f7f1 c1f1 f8f1
8/3R2pk/4p2p/5n2/4NnKP/r5P1/8/8 b - - 1 37,f4g6 e4f6 h7h8 d7d8 g6f8 d8f8
2r5/p4kpp/qp1Bpn2/3p4/3P4/1Q2P3/5PPP/2R3K1 w - - 1 24,c1c8 a6a1 c8c1 a1c1 b3d1 c1d1
r1b2rk1/pp3p2/1bp3pp/3pP1q1/3P1N2/3Q2RP/PPB2PP1/2R3K1 b - - 1 21,g5f4 g3g6 f7g6 d3g6 g8h8 g6h7
7k/nppR2p1/1b6/pP2p1N1/2b3P1/2P5/3N1r2/1K6 b - - 4 30,c4b5 d7d8 b5e8 d8e8 f2f8 e8f8
r7/8/1k3Rp1/p1p5/3p4/1P1b3r/PB6/2K5 b - - 1 33,b6b5 a2a4 b5b4 f6b6 d3b5 b6b5
4r1k1/4qpp1/p6p/1p6/2P5/1Q1P4/PP3PPP/R5K1 w - - 1 24,g1f1 e7e2 f1g1 e2e1 a1e1 e8e1
r5k1/ppQ2ppp/3r4/3Pp1P1/7P/4p2q/PP2K3/R4R2 b - - 3 30,a8d8 c7f7 g8h8 f7f8 d8f8 f1f8
1b4k1/5ppp/p4n2/1p5q/1P6/PBrr4/5Pb1/KRQ1R3 b - - 1 33,c3b3 c1c8 d3d8 c8d8 f6e8 d8e8
3r2k1/5ppp/b1qrp3/8/4R2Q/P1pp1P2/B1P3PP/3R2K1 b - - 1 34,d3c2 h4d8 d6d8 d1d8 c6e8 d8e8
3r2k1/r4ppp/8/RP2P1q1/2pP4/2P2QP1/6P1/5RK1 b - - 0 32,a7a5 f3f7 g8h8 f7f8 d8f8 f1f8
3r2k1/1pp2ppp/p7/6q1/1PQ1P1b1/P7/6PP/5RK1 b - - 0 24,g4h3 c4f7 g8h8 f7f8 d8f8 f1f8
8/pp5k/2p1Q2p/8/4Pr1q/8/PPP3PP/R5K1 w - - 0 28,a1d1 h4f2 g1h1 f2f1 d1f1 f4f1
5r1k/p1Q4p/5q2/4p3/1P2p3/P7/2P3PP/R1B3K1 w - - 0 23,c1b2 f6f2 g1h1 f2f1 a1f1 f8f1
r2B1r2/pp3pk1/2pp4/4p3/1P4P1/P1nP4/2P2PP1/R4RK1 w - - 0 20,d8e7 c3e2 g1h1 f8h8 e7h4 h8h4
5r2/p3rpb1/1p5k/5RRp/7P/3P1K2/PP6/8 b - - 8 34,g7d4 g5h5 h6g7 f5g5 g7f6 h5h6
rn1q1bkr/pp4pp/4b3/2p1P3/3pP3/2N4Q/PPP2PPP/2KR1B1R b - - 1 11,e6h3 f1c4 d8d5 c4d5 h3e6 d5e6
5k2/pp3p2/2rppNrp/5q2/3Q4/5P2/PPP2P1P/1K1R2R1 w - - 6 21,g1g6 f5c2 b1a1 c2c1 d1c1 c6c1
r1r2B1k/pp3Qpp/1q2p3/4P3/4nR2/1P6/P1n3PP/RN5K b - - 1 21,e4f2 f4f2 c8f8 f7f8 a8f8 f2f8
8/7p/3Q1pk1/1P2n2b/4P2P/r7/6PK/8 w - - 0 42,d6d8 e5g4 h2g1 a3a1 d8d1 a1d1
Q7/p5pk/3p3p/8/P1P5/8/4rqPP/3R3K w - - 4 25,a8f3 e2e1 d1e1 f2e1 f3f1 e1f1
2k3r1/pp2Q3/1n2p1q1/1N1p1p2/3P4/3P4/PPK5/8 b - - 5 33,g8g7 b5d6 c8b8 e7d8 b6c8 d8c8
r5k1/pp3ppp/2nr4/3b4/4NQ2/3P2P1/Pq4BP/5R1K b - - 5 21,d5e4 f4f7 g8h8 f7f8 a8f8 f1f8
r1b1k2r/ppppnpp1/7p/2b5/2QN4/4q3/P1P1N1PP/R4R1K b kq - 1 15,c5d4 c4f7 e8d8 f7f8 h8f8 f1f8
4r1k1/p1ppqp2/2p4Q/8/8/8/P1P2PPP/R4K2 w - - 3 25,h6f4 e7e2 f1g1 e2e1 a1e1 e8e1
k4r2/1R2Rp2/P1p5/2r4p/3p4/5p2/2P2P1P/7K b - - 3 30,c5a5 b7a7 a8b8 e7b7 b8c8 a7a8
r4rk1/5q1p/pN1p2p1/1P6/2P1Q3/8/5PPP/4R1K1 w - - 1 30,b6a8 f7f2 g1h1 f2f1 e1f1 f8f1
3r2k1/pp1N2pp/3b1p1q/3P4/5PQ1/1P6/P7/4R1K1 b - - 2 26,d6f4 g4e6 g8h8 e6e8 d8e8 e1e8
8/7p/Bk4p1/R3n3/P5P1/1p5P/1P5r/1K6 w - - 2 37,a5e5 h2h1 a6f1 h1f1 e5e1 f1e1
4rr1k/p5pp/1p3q2/3p4/8/1QP5/PP2RPPP/3R2K1 w - - 3 22,d1e1 f6f2 e2f2 e8e1 f2f1 e1f1
3Rn1k1/5ppp/8/4Pq2/8/1KB1bP2/1P4PP/1N6 b - - 7 37,g8f8 c3b4 e3c5 b4c5 f8g8 d8e8
5r1k/2pQ2b1/p5pp/2p1p3/P2p4/1P2P2R/2PP1rq1/1KB4R b - - 1 25,f2f1 h3h6 g7h6 h1h6 h8g8 d7h7
8/7R/p4kpp/8/P4PP1/1r4K1/7P/8 w - - 3 34,g3h4 g6g5 f4g5 h6g5 h4h5 b3h3
6rk/p4Q1p/3p2rp/4q3/2P4P/4P3/P4PP1/2R2RK1 w - - 1 25,g2g3 g6g3 f2g3 e5g3 g1h1 g3h4
r3r1k1/pp3ppp/1q6/8/8/1P2PQ2/1P4PP/R4RK1 b - - 0 18,e8e3 f3f7 g8h8 f7f8 a8f8 f1f8
3R4/5kpp/4b3/2p5/1b6/p3BP2/1KP3PP/3R4 w - - 0 29,b2a1 b4c3 a1b1 a3a2 b1c1 a2a1q
5rk1/pp4pp/2p2q2/3p4/4r3/1Q6/PPP1R1PP/4R1K1 w - - 0 24,e2e4 f6f2 g1h1 f2f1 e1f1 f8f1
2rr2k1/5ppp/pq5n/8/P7/7Q/2PN1PPP/4R1K1 b - - 0 32,d8d2 h3c8 d2d8 e1e8 d8e8 c8e8
2Q2rk1/p3r2p/3b3B/1p1R4/2p5/6P1/PP3qBP/3R3K w - - 4 29,h6f8 e7e1 d1e1 f2e1 g2f1 e1f1
3rr3/6p1/p6p/2R1n3/8/2B2kP1/PP3P1P/4R1K1 w - - 1 28,e1e5 d8d1 c3e1 d1e1 e5e1 e8e1
r5k1/2p2ppp/p2p4/3P4/1P3QPP/5RK1/3pq3/8 b - - 1 36,d2d1q f4f7 g8h8 f7f8 a8f8 f3f8
r4r1k/pbqnbNp1/1pp1p3/3p2P1/3P1P2/2PBP3/PP1N4/R2QK3 b Q - 0 16,f8f7 d1h5 h8g8 h5h7 g8f8 h7h8
2r3k1/5ppp/p3p3/1p1n4/3q1b1N/P4QPP/7K/5R2 b - - 1 27,f4b8 f3f7 g8h8 f7f8 c8f8 f1f8
7k/5Bp1/8/p1pR3P/7P/8/Pr1NKP2/2q5 b - - 2 35,c1c3 d5d8 h8h7 f7g6 h7h6 d8h8
3r2k1/pr3ppp/2Q5/8/2b1pBq1/P1P1PPP1/2P4P/4K1NR w K - 0 20,f3g4 b7b1 e1f2 d8d2 g1e2 d2e2
2rq1r1k/1p4b1/p3p1B1/3p4/3P4/P1P4P/1P2QPP1/n3R1K1 b - - 0 22,d8f6 e2h5 g7h6 h5h6 h8g8 h6h7
2r3k1/5p2/1R1R3p/6p1/5n2/5N2/PP3PPP/6K1 w - - 2 30,g2g3 c8c1 d6d1 c1d1 f3e1 d1e1
1rb2rk1/6p1/p2Np1Qp/1p2P3/7q/8/PP3PPP/3RR1K1 w - - 1 26,e1e4 h4f2 g1h1 f2f1 d1f1 f8f1
r6k/ppp1Q1pp/8/8/2P1P1b1/1P6/1q4PP/5R1K b - - 0 27,h8g8 e7f7 g8h8 f7f8 a8f8 f1f8
7r/kpr5/5p2/2q1p3/3pBbP1/1R3Q2/PPP5/1K1R4 w - - 10 35,e4b7 c5c2 b1a1 c2c1 d1c1 c7c1
4r1k1/pp1qbp2/5npQ/n2pR3/3P3B/PP6/2r2PPP/4R1K1 b - - 5 22,a5c6 h4f6 e7f6 e5e8 d7e8 e1e8
3rr1k1/pp3p1p/6pP/3Qbq2/8/1NP5/PP3PP1/R4K1R w - - 1 21,d5b7 f5d3 f1g1 d3d1 a1d1 d8d1
4r1k1/2R2p1p/p2Q1p2/3p4/2pq4/1P5P/P1P2PP1/6K1 w - - 2 26,d6d7 e8e1 g1h2 d4f4 g2g3 f4f2
r4r1k/1p4pp/8/p4Q2/3PR3/8/Pq3PPP/4R1K1 w - - 2 25,f5d5 b2f2 g1h1 f2f1 e1f1 f8f1
5rk1/6pp/bpp1R3/3p4/2PP1q2/P1Q5/1P3PPP/2R3K1 w - - 1 25,c4d5 f4f2 g1h1 f2f1 c1f1 f8f1
rnb1r1k1/1pp1q2p/p5pP/8/4P1n1/5N2/P1P1BPP1/Q3K2R b K - 0 16,b8c6 e2c4 c8e6 c4e6 e7e6 a1g7
4r2k/2Qp2pn/4r2p/B7/5R2/P7/1P4PP/7K w - - 1 33,c7d7 e6e1 a5e1 e8e1 f4f1 e1f1
4R1k1/ppp2pp1/2n4p/2b5/2P5/PP3B1P/1B1r1PP1/6K1 b - - 1 19,g8h7 f3e4 f7f5 e4f5 g7g6 e8h8
8/p4k1r/4q1p1/2B5/PP6/5pP1/5P2/3R1QK1 w - - 2 41,f1d3 h7h1 g1h1 e6h3 h1g1 h3g2
4r3/6pk/2p1r1qp/pb6/3Q1B2/2P3P1/1P1R1PP1/3R2K1 w - - 5 33,c3c4 e6e1 d1e1 e8e1 g1h2 g6h5
3r2k1/ppQ2ppp/4p3/8/6n1/P1P5/1r5n/5RK1 b - - 0 31,b2d2 c7f7 g8h8 f7f8 d8f8 f1f8
2rr2k1/1Q3ppp/p7/4p1q1/P7/8/6PP/1R3R1K b - - 0 30,c8c2 b7f7 g8h8 f7f8 d8f8 f1f8
2r2rk1/pp3ppp/3R4/1bQ5/4q1PP/8/PPP2P2/1K1R4 w - - 1 22,c5b5 e4c2 b1a1 c2c1 d1c1 c8c1
1r3r1k/2q3pp/3pQbn1/pBpP1P2/P1P5/8/1P4P1/1K1R3R b - - 0 25,g6e5 h1h7 h8h7 d1h1 f6h4 h1h4
2r4k/p6p/5Q1b/2p1p3/Pq2P3/8/2P2PP1/3R2K1 b - - 0 31,h6g7 d1d8 c8d8 f6d8 g7f8 d8f8
5rk1/1Q6/2p3Bp/3r4/8/2b4P/6P1/1R3q1K w - - 2 33,b1f1 f8f1 h1h2 c3e5 g2g3 d5d2
8/2R5/pkn5/1p6/5B2/1KP3P1/4r3/8 w - - 3 38,c7g7 c6a5 b3b4 e2b2 b4a3 a5c4
2r3k1/5pp1/p3p2p/2rpP3/1q1N4/1P6/1B1Q1PPP/6K1 w - - 0 29,d2b4 c5c1 b2c1 c8c1 b4e1 c1e1
8/7p/4N2k/p4qp1/1p2n3/7P/PP3rP1/2QR2K1 w - - 0 35,e6d4 f2g2 g1g2 f5f2 g2h1 e4g3
5nk1/r3rp2/4p2R/1p1pP1N1/6PQ/p1P4P/4qPK1/8 b - - 0 35,f8g6 h6h8 g6h8 h4h7 g8f8 h7h8
2r2rk1/3b2p1/6P1/p3Q3/4pPP1/3qP1K1/3P4/7R b - - 4 34,d3d2 h1h8 g8h8 e5h5 h8g8 h5h7
4r1k1/2Q3pp/2p1q3/pp1pP3/8/2P3P1/PP3RKP/8 b - - 0 36,e6e5 c7f7 g8h8 f7f8 e8f8 f2f8
1k2r3/pp3Q2/1p1p1n1r/3P3p/1n3q2/1N3B2/PP3P2/1KR2R2 b - - 4 26,f4f3 f7c7 b8a8 c7c8 e8c8 c1c8
k3r3/pp3p1p/2p2Pp1/3p2P1/1RnP4/P1B1r1QP/1PP1q3/2K4R w - - 9 32,g3c7 e2e1 c3e1 e3e1 h1e1 e8e1
7k/p4prp/3p1P1Q/7R/3p4/3P4/Pr4qP/6RK w - - 0 27,g1g2 b2b1 h6c1 b1c1 g2g1 c1g1
rn3r1k/pp2b3/2p3Rp/8/2PPQq2/2N5/PP4PP/3R2K1 w - - 5 24,e4e7 f4f2 g1h1 f2f1 d1f1 f8f1
r2r2k1/ppQ1Rppp/6b1/q7/3N3P/2PP2P1/PP1K4/4R3 b - - 0 25,a5a2 c7d8 a8d8 e7e8 d8e8 e1e8
5b1k/3n1P1p/2p1R3/rp6/3P1n2/2P3QP/6P1/2q1N1K1 b - - 3 28,f8g7 e6e8 d7f8 e8f8 g7f8 g3g8
8/6pk/2R4p/5N2/6P1/r5KP/8/8 w - - 3 54,g3h4 g7g5 h4h5 a3h3 f5h4 h3h4
5r1k/6pp/3p4/3Pp3/1QPq4/P7/1P3rPP/1R3RK1 w - - 0 30,f1f2 d4f2 g1h1 f2f1 b1f1 f8f1
1r2q1k1/5ppp/1b6/4R3/p1QP4/P6P/1P4P1/5RK1 b - - 0 30,e8e5 c4f7 g8h8 f7f8 b8f8 f1f8
4r2k/1p4pp/p4bp1/8/1P2R3/P5KP/2R3P1/8 b - - 0 32,e8e4 c2c8 f6d8 c8d8 e4e8 d8e8
r1b1k2N/pppp2pp/2n2q2/4p3/2B1n3/2N5/PPPP1bPP/R1BQ1RK1 w q - 0 9,g1h1 e4g3 h2g3 f6h6 d1h5 h6h5
2r1r2k/pp2R1p1/7p/3Q1N2/8/1P6/P4PPP/q4NK1 w - - 3 27,e7g7 a1f1 g1f1 c8c1 d5d1 c1d1
Q7/p4rkp/6p1/8/8/8/P1q2PPP/3R2K1 w - - 0 23,a8d5 c2f2 g1h1 f2f1 d1f1 f7f1
1bk2r2/1p2Q3/2p5/6P1/4N3/3P1r2/PPP4p/4R1K1 w - - 0 33,g1h1 f3f1 e1f1 f8f1 h1g2 h2h1q
5rk1/1b3ppp/1p2p3/p2q3n/3Pp3/P3P1P1/1PQB1PNP/2R3K1 b - - 4 21,f8c8 c2c8 b7c8 c1c8 d5d8 c8d8
r3rb1k/pbp2Bp1/1p4QB/8/1P1q4/8/P4RPP/RN5K b - - 0 19,d4f2 h6g7 f8g7 g6h5 g7h6 h5h6
5r2/4k1p1/4pq2/p2p3Q/8/P1p3P1/1P4PP/R5K1 w - - 0 27,b2c3 f6f2 g1h1 f2f1 a1f1 f8f1
4r1k1/2qn1p2/1ppb1n1p/3p4/1P1P4/1NPB1b2/5PP1/R1BQ2K1 w - - 0 20,d1f3 e8e1 d3f1 d6h2 g1h1 e1f1
2R3k1/p3qpp1/1p5p/8/5Q2/P5P1/1P1rr1P1/5RK1 b - - 9 29,g8h7 f4f5 g7g6 f5f7 e7f7 f1f7
q4r2/2pbppkp/2np1np1/7P/3PP1P1/1pP2P2/1P1Q4/rNKR1BNR w - - 1 17,h5g6 a1b1 c1b1 a8a2 b1c1 a2a1
3r2k1/2nr3p/1p2p1p1/2q2pP1/5P2/P6R/BP2N3/1K2Q2R w - - 2 33,e1g3 d7d1 h1d1 d8d1 e2c1 d1c1
8/p4r1k/1p2pN1p/4P2P/rP1n1K2/8/8/1R6 b - - 3 42,h7g7 b1g1 g7f8 g1g8 f8e7 g8e8
7k/p2R3p/bp2Q1pq/n3P3/4B3/P1N4P/1P4P1/5r1K w - - 1 31,h1h2 h6f4 g2g3 f4f2 e4g2 f2g1
r4k1r/ppQ4p/2p1bp1N/3p3B/3P4/2q5/P4PPP/R3R1K1 w - - 6 25,e1e6 c3a1 h5d1 a1d1 e6e1 d1e1
r2r2k1/ppp2ppp/8/8/2Q5/4P3/PP4PP/1qB2RK1 b - - 1 19,d8d6 c4f7 g8h8 f7f8 a8f8 f1f8
1q6/p2k1pr1/4b2p/Q1p5/3pP3/PP1P2r1/2P2RKB/5R2 w - - 0 31,h2g3 b8g3 g2h1 g3h3 f2h2 h3f1
