FEN,Movimientos
2r3rk/1b2qp2/pp2pn1p/4P3/2Pb1Q2/P1N4P/1PB2PP1/2R2R1K b - - 0 28,d4c3 f4h6 f6h7 h6h7
1k1r3r/3npp1p/N5p1/1p6/4P3/4BP2/P3K1PP/2R5 b - - 1 27,b8b7 c1c7 b7a6 c7a7
6k1/pp6/2p1n2p/8/2P1pN2/PPbr3P/5PP1/2B1K2R w K - 1 26,e1e2 e6d4 e2f1 d3d1
6k1/p3r2p/nppQb1r1/8/P3P3/1P6/6PP/5R1K b - - 3 35,g6g7 d6d8 e7e8 d8e8
2r5/pk6/1p1q4/6Q1/3n4/8/PP3PPP/RNR3K1 w - - 4 29,c1c8 d4e2 g1f1 d6d1
r1q2bk1/pp2np1p/3p2p1/3Pp3/2P1Pn2/3B1NNb/5PPK/R2QR3 w - - 0 19,g2h3 c8h3 h2g1 h3g2
3rk2r/p1QNnppp/2p5/4p3/4q3/8/PP3PPP/3R2K1 b k - 1 20,e4f5 d7f6 g7f6 c7d8
r5k1/3p1p1p/1p2p3/p3B3/8/5n2/P1P1q2P/R5RK b - - 1 25,g8f8 e5d6 f8e8 g1g8
3r2k1/p4ppp/4r3/2bp1R2/8/1BN3P1/PPP3P1/R6K w - - 1 22,c3d5 e6h6 f5h5 h6h5
r5r1/3b1pRk/7p/2p1qP2/p1P1P3/1p1BQ2R/P6P/1K6 b - - 0 28,g8g7 e3h6 h7g8 h6h8
3r2k1/2q3pp/p3p3/3p4/N7/BP2P2P/P3QRPK/1R3n2 w - - 1 25,h2g1 c7h2 g1f1 h2h1
r7/pp1qppk1/3p4/2p4R/3nP1n1/2NP2P1/PPPQ1PK1/8 b - - 0 21,a8h8 d2g5 g7f8 h5h8
r3r1k1/ppp2p1p/4b1pP/6N1/1n1nN3/3P4/1PP2PP1/1K1R1B1R w - - 0 18,c2c3 e6a2 b1a1 d4c2
2r3k1/1R3pbp/6p1/1P2q1P1/3pP3/1Q1P1B2/2rBKP2/8 b - - 0 29,e5g5 b3f7 g8h8 f7g7
R7/5p2/6k1/P2N2pp/8/6PK/r7/8 w - - 4 47,a5a6 g5g4 h3h4 a2h2
r1b2k2/pp3pb1/2p5/5pQ1/1qP5/1P6/5PBN/3R2K1 b - - 2 29,c8e6 d1d8 a8d8 g5d8
rn1q4/pp3kpp/4bn2/2b3B1/2Q5/2N1p3/PPP2PPP/R3K2R w KQ - 2 13,c4c5 d8d2 e1f1 d2f2
rn3k2/p4ppp/1qp3b1/3R1NP1/1p2Q3/P3P3/4BP2/2K4R b - - 0 25,c6d5 e4e7 f8g8 e7e8
6rk/R7/5p2/3n1N1K/3P2P1/8/5B2/8 w - - 4 57,f2h4 d5f4 h5h6 g8g6
4r2r/4n1p1/1N2k1b1/p1p1p1P1/P3P2p/2PP3K/1P3R2/5R2 b - - 0 31,e8b8 f2f6 g7f6 f1f6
r3r1k1/1ppR2p1/p4pQp/4p3/1P2Pq2/5P1P/2P3P1/6K1 b - - 5 28,f4g5 d7g7 g8h8 g7h7
6k1/2q3pp/p3pp2/n3N3/8/8/PP3PPP/3Q2K1 w - - 0 25,d1d7 c7c1 d7d1 c1d1
6k1/4q1pp/2p1r3/p7/6Q1/2P5/PP1R2P1/5qK1 w - - 0 32,g1f1 e6e1 f1f2 e7e3
8/8/5pQ1/2q4p/8/4n1Pk/8/4R2K w - - 1 58,e1e3 c5c1 e3e1 c1e1
r5k1/R4ppp/3Rp3/3bP3/1P6/pn6/5PPP/7K b - - 1 33,a3a2 a7a8 d5a8 d6d8
7k/1pR4p/p1n5/3ppN2/Pr6/4K3/6PP/8 b - - 3 32,b4a4 c7c8 c6d8 c8d8
r3k2r/1b3pp1/p2Pp3/1pb5/4qP2/P2P2Pp/1P1BN2P/2R2Q1K w kq - 0 23,d3e4 b7e4 f1f3 e4f3
r3b1k1/ppp1Qn2/1q2N1p1/3p4/6P1/1PPPn3/P5BP/3R3K b - - 7 30,e3d1 e7f8 g8h7 f8g7
3r1B2/p4Q2/2p2Rnk/6p1/4q3/6p1/PP5P/6K1 b - - 5 33,h6h5 f7h7 h5g4 h2h3
2r5/3Q3p/1p2R1pk/3p4/3P4/2Pn1pP1/PP1q1P1P/4R1K1 w - - 1 30,d7c8 d2f2 g1h1 f2g2
r3k2r/1pp2pp1/2np2qp/p1b1p3/P3P2n/1BPP1N1P/1P1N1P2/R1BQR1K1 w kq - 1 13,g1f1 g6g2 f1e2 g2f2
8/p6p/1p6/8/Q1Pq4/3k1B2/P2r1PPP/3Rr1K1 w - - 15 32,d1e1 d4f2 g1h1 f2e1
6k1/2b2pp1/2p5/2P3rp/3Pp1n1/2Q1P1qP/1B4P1/5NRK w - - 6 34,f1g3 g4f2 h1h2 c7g3
3k2r1/4Qp1p/2pp1p2/4pN2/4P3/2P2r1q/PP3R1P/7K b - - 3 25,d8c8 f5d6 c8b8 e7b7
6k1/1rp2p1p/1q1p2p1/3P3n/1PRbPP2/6PP/2Q3BK/4R3 w - - 3 35,e1e2 d4g1 h2h1 h5g3
r5n1/p6r/1qp1pnQp/1k6/1b1P1B2/5N2/1P3PPP/R4K1R b - - 2 22,b6d8 g6d3 b5b6 d3a6
4Qbk1/p3pp1p/8/3p4/1n1P1B2/qP1b1P2/P1P3P1/1K1R3R w - - 0 24,c2d3 a3a2 b1c1 a2c2
r1b1kbr1/p2R4/4p2p/3pN3/3P4/P4QPK/7P/qN6 b q - 0 21,c8d7 f3f7 e8d8 f7d7
2b2rk1/5p1p/4pqp1/2Np4/3n4/1BQ2N2/Pr3PPP/R3R1K1 w - - 0 23,f3d4 f6f2 g1h1 f2g2
8/8/8/6p1/7p/3R1PkP/1r4P1/6K1 w - - 8 53,d3d5 b2b1 d5d1 b1d1
2r1r1k1/pp3p2/2p4p/q2p1p2/2nP1P1B/2P1P1R1/P5PP/1BR3K1 b - - 1 22,g8h7 b1f5 h7h8 h4f6
R7/2p5/3b4/R7/3B1p2/p1P4P/r3kPK1/8 w - - 4 42,d4c5 f4f3 g2h1 a2a1
8/8/2R2Q2/p4P2/Pp3k2/4q3/1PP2bPP/7K w - - 3 37,c6e6 e3c1 e6e1 c1e1
2r4k/2P1pQ2/p2p2p1/1p6/4q1p1/1P6/6PP/5RK1 b - - 0 34,c8c7 f7f8 h8h7 f1f7
1r1N2k1/3bQ1pp/1P2p3/P2pPp2/5P2/6PK/2q4P/8 b - - 3 36,c2c8 e7f7 g8h8 f7f8
5b1k/7p/3p1Qp1/1p1Np1P1/pP1qP2P/Pn1P4/8/1KB5 b - - 9 39,f8g7 f6d8 g7f8 d8f8
5r2/2p5/2B3kp/3P1r2/P3p3/5bP1/5R1K/4R3 w - - 2 39,a4a5 f5h5 h2g1 h5h1
r4r2/2p2pkp/p5p1/1p2p3/3qP2Q/3P3R/P5PP/5R1K b - - 3 22,f8h8 h4f6 g7g8 f6f7
2R5/8/p2Npp2/1p1n4/7R/5P2/Pq1kPK2/8 b - - 5 45,d2d1 h4h1 d1d2 d6e4
8/1nBr3k/p5pp/P1p5/1pP1Q3/3rp3/1P4PP/R5K1 w - - 0 30,e4b7 d3d1 a1d1 d7d1
6k1/ppp3pp/3p2r1/4p3/PPPq4/3P2r1/4RP1P/3Q1RK1 w - - 0 25,h2g3 g6g3 g1h2 d4h4
3kr3/1p2qp2/p1p4p/5Bp1/PP1r4/6BP/Q4PP1/b1R3K1 b - - 0 26,d4d5 a2d5 c6d5 c1c8
r1b2Qk1/5ppp/p1p5/5q2/5B2/8/PPP2PPP/R3R1K1 b - - 0 16,g8f8 f4d6 f8g8 e1e8
r2r2k1/pp2qppp/2p1b3/2npP1N1/8/8/PPQB1PPP/R3R1K1 b - - 9 20,h7h6 c2h7 g8f8 h7h8
1k1r4/pp4R1/5p2/2Q5/2P5/1P5P/P2pq1PK/8 b - - 1 53,d2d1q c5c7 b8a8 c7b7
r2Q1k2/pp3Pp1/8/6N1/8/1qP1n2P/4r1P1/3R2K1 b - - 0 31,a8d8 d1d8 f8e7 f7f8q
1r6/8/3Nk2p/2pNppp1/r2n4/3P2P1/5PBP/1R3K2 w - - 2 37,b1b8 a4a1 b8b1 a1b1
r1b3rk/pq3p1p/1p2pPpQ/2p5/3PNP2/P2p1R2/3B2PP/R5K1 b - - 2 21,b7e4 h6h7 h8h7 f3h3
k2N4/1p1q4/p7/P1Rp4/8/1Q1P2P1/1P5p/5r1K w - - 1 34,h1h2 d7h7 h2g2 h7h1
8/4k1p1/2p1p3/1pPpq3/1p4BQ/r7/8/5R1K b - - 3 36,e7d7 f1f7 d7e8 h4e7
r1b2r1k/1p4Rp/8/2p2p2/pnPp4/3P1Q1P/1Bq1N3/K4BR1 b - - 3 26,a4a3 g7h7 h8h7 f3h5
8/p5RP/8/2p5/2P3p1/PPk5/7r/2K5 w - - 2 37,g7g4 h2h1 g4g1 h1g1
2kr1b1r/1qp2p2/1p2PN2/5b2/QPP5/8/P4Kpp/3RR3 b - - 0 25,f7e6 d1d8 c8d8 a4d7
r2q1rk1/pQ4pp/8/P2p3n/1B1P1p2/P4p2/5P1P/R4RK1 w - - 0 22,b4f8 d8g5 g1h1 g5g2
r3rk2/1p1q1p2/p1p5/3pnN1P/4nQ2/1B6/P4PP1/2R3K1 b - - 2 30,e5d3 f4h6 f8g8 h6g7
1b1r2k1/1R3pp1/P1p4p/1pPr4/8/5QPP/3p1P1K/2q5 b - - 1 36,d2d1q f3f7 g8h8 f7g7
r7/2n2bkp/4N1p1/3P1p2/1RP5/p1QKP2P/5qP1/8 b - - 1 37,g7h6 c3g7 h6h5 g7h7
br4k1/3n3p/pp1p1r2/2pP1p2/P1P1p3/NQ2P1q1/1P1NB3/1R3R1K w - - 2 30,f1g1 f6h6 e2h5 h6h5
r4rk1/1p1N1bp1/1qn1pn2/p2p2N1/3P4/P2Q4/1P3PPP/2R2RK1 b - - 10 23,b6d4 d7f6 g7f6 d3h7
8/8/8/2R5/5ppk/5P2/r5PK/8 w - - 0 51,c5f5 g4g3 h2g1 a2a1
8/1R4k1/8/4NK2/3p4/p2P4/Pbr5/8 b - - 6 45,g7h6 e5g4 h6h5 b7h7
6k1/1b2q1pQ/4p2p/1p2P2P/2p5/5r2/PPB3RP/7K b - - 1 36,g8f8 h7h8 f8f7 g2g7
2r2rk1/pp5n/1q2p2P/3p2b1/b2P1p2/1NPQ2P1/PP4B1/2R1R1K1 b - - 1 22,a4b5 d3g6 g8h8 g6g7
5k2/Q5bp/3p1q2/2p1pN2/8/4P3/Pr4PP/R5K1 w - - 1 28,f5g7 f6f2 g1h1 f2g2
1k5r/1p3pp1/2q1p2p/8/8/1Q1n3P/P2N2K1/1R5R w - - 3 36,g2g1 c6c5 g1f1 c5f2
1r3r1k/pp3p1p/3p4/q2Np3/2Bn3B/P2P3P/1PP3P1/3R2K1 b - - 2 24,b7b5 h4f6 h8g8 d5e7
r1bq1rk1/1pp2p2/p2p2nQ/3P2N1/2Pb4/P7/1P2BPPP/R4RK1 b - - 0 17,f8e8 h6h7 g8f8 h7f7
8/4r3/1pk2p2/1p3Rb1/2pP2Bp/K1P1r2P/PP6/7R w - - 2 35,h1f1 e7a7 a3b4 a7a4
1k2B3/pp2R3/q2p1p2/B2Q2p1/4P3/5b2/PPP5/5K2 w - - 2 27,f1f2 a6e2 f2g3 e2g2
1r2n3/3b1k2/1q1p2p1/3P1pPr/2BN1P2/1PQ4p/7K/R1R5 w - - 3 41,d4e6 b6f2 h2h1 f2g2
6k1/p1pq1ppp/7r/3pR3/5P2/P3P2P/4NP1K/1r3Q2 w - - 0 29,f1b1 d7h3 h2g1 h3h1
r2qr2k/1pp3p1/p2p2Rp/4b3/2B5/7P/PP4P1/R1Q4K b - - 1 27,e5f6 g6h6 g7h6 c1h6
2R3kb/1p1n1p2/1q2pPp1/3pP3/3P2r1/BN6/P4K2/5R2 b - - 1 32,g8h7 f1h1 g4h4 h1h4
1rb1r2k/p4Rpp/1p6/3B2q1/1PP5/2Q1p3/P5PP/5RK1 b - - 1 26,e3e2 f7f8 e8f8 f1f8
r2k1n2/ppq1b1Q1/2n1P2p/2ppN3/3P2PP/2P5/PP6/5RK1 b - - 0 23,c6e5 f1f8 e7f8 g7f8
1n1q1rk1/5ppp/3bp3/2P5/1P2Bn2/2B2P2/5P1P/1N1Q1RK1 w - - 5 19,c5d6 d8g5 g1h1 g5g2
4r1k1/pp3ppp/1b1p4/3B1Q2/1P6/P6P/4qPP1/2R3K1 b - - 2 27,g7g6 f5f7 g8h8 f7f6
6k1/pp3pp1/2p3p1/2qrP3/4RP2/8/PP2Q1PP/6K1 w - - 1 22,e2f2 d5d1 e4e1 d1e1
2k5/5R1p/p4Bp1/3pP3/P7/1r5P/5bPK/8 w - - 0 39,e5e6 f2g3 h2g1 b3b1
3R4/p4ppk/6p1/8/1P1Pr3/6K1/3r1PP1/5R2 b - - 4 28,e4d4 f1h1 d4h4 h1h4
8/k7/ppQ5/3p1p2/1P1PbPp1/4r2q/P4R1P/2R2K2 w - - 1 31,f1g1 e3g3 h2g3 h3h1
r1b2k2/pp3p1p/3q2pQ/2p5/n2b4/PR1P3P/B1P1RPP1/6K1 b - - 3 22,f8g8 e2e8 d6f8 e8f8
2k2r2/pp5p/2p2p2/4pq2/8/1QN5/PP1r2PP/R3R1K1 w - - 4 21,a1d1 f5f2 g1h1 f2g2
2r1rbn1/R2R1pkp/2p1p1p1/1p1pP3/1B1P1PP1/7P/2P1BK2/8 b - - 2 35,f8b4 d7f7 g7h8 f7h7
7r/2q1kpp1/4p1p1/1Q2n3/2p5/2P5/PP3PPP/3R1RK1 w - - 0 21,b2b4 e5f3 g2f3 c7h2
4r1k1/R5pp/1np5/7Q/2P1q3/1P1pp1B1/1P4PP/6K1 b - - 1 31,e3e2 h5f7 g8h8 f7g7
r7/4pp2/2ppbk2/8/2B1P2P/6Q1/6PK/r7 b - - 0 32,e6c4 g3g5 f6e6 g5f5
8/1p1r1kpp/5p2/1R1p4/8/1P1r3P/1P3PP1/R3K3 w - - 4 34,a1a7 d7e7 e1f1 d3d1
2r5/1ppR4/p1k1r3/P2R4/1PP5/2P1pp2/2K5/8 b - - 1 39,e3e2 b4b5 a6b5 c4b5
5rk1/p3R1pp/8/3bppn1/6qP/1PN3P1/5P1K/1Q3R2 w - - 4 32,c3d5 g4h3 h2g1 g5f3
2kn4/pp2bp2/8/1Np4q/2P2P2/4PRp1/P3Q1P1/R6K w - - 1 29,h1g1 h5h2 g1f1 h2h1
8/8/6PR/8/8/6kP/r1p5/3r1RK1 w - - 2 57,g6g7 d1f1 g1f1 c2c1q
1k6/pb3p2/4p3/5r2/1PN2K2/6P1/P7/2R5 w - - 3 38,f4g4 b7f3 g4h4 f5h5
2kr1r2/pp2q1p1/2b1R2p/2b5/P4BQ1/8/6PP/1R5K b - - 0 30,e7d7 e6c6 b7c6 b1b8
3r4/4R2p/p4npk/1p3q2/3Q4/1P1P4/P2r1PPP/R2B2K1 w - - 1 28,d4d8 f5f2 g1h1 f2g2
2rr4/p4Rkp/1p1pB1p1/8/6PP/8/PP1n4/6K1 b - - 0 30,g7h6 g4g5 h6h5 f7h7
5r1k/2p5/1pP5/p2P3p/2P5/P1n2N2/6PP/5RK1 w - - 0 28,f3g5 c3e2 g1h1 f8f1
6k1/4bppp/5n2/2rp4/Q2Np3/4P3/3N1PPP/1q4K1 w - - 0 24,d2b1 c5c1 a4d1 c1d1
5k2/4bppp/B1r2n2/2B5/1P3K2/r6P/5PP1/3RR3 b - - 1 28,e7c5 d1d8 f6e8 e1e8
r1b3k1/1p1n2p1/p3P3/8/6qn/4P1B1/P1Q2P2/3R1RK1 b - - 0 27,d7f6 d1d8 f6e8 d8e8
6k1/p1r3pp/1bp1Q1q1/4p3/1P2P3/P6P/4N1P1/3R1R1K b - - 0 25,g6e6 d1d8 e6e8 d8e8
k6r/p1qb1p2/2N2p2/2p3p1/4Q3/2P3P1/P6P/1R4KB b - - 0 27,d7c6 e4c6 c7c6 h1c6
1R6/8/8/8/8/8/k1K5/q7 b - - 0 44,a1e5 b8a8 e5a5 a8a5
2r1kb2/4qpp1/p3p3/3P2P1/2BQ1P2/1Pp1B3/P1P5/2KR4 w - - 1 28,d5e6 e7a3 c1b1 a3b2
2B4k/p3Qpq1/1pp5/3pN2n/3P1n2/2P1R2P/PP3Pr1/4R2K w - - 1 31,e7f7 g2h2 h1h2 g7g2
3r2k1/1p3ppp/p7/8/3bR3/1P2P3/P1r2PPP/3R2K1 b - - 1 24,d4b6 d1d8 b6d8 e4e8
6k1/pp3pp1/2p1p1b1/2P1P3/3q4/7P/PPBr1PP1/2Q1R1K1 w - - 6 29,c2g6 d4f2 g1h2 f2g2
2rq1rk1/1b3ppp/p3pb2/n7/3PN3/P2Q1N2/5PPP/1BR2RK1 b - - 4 18,c8c1 e4f6 g7f6 d3h7
rnbq2kr/ppp1b1pp/8/3pN3/3Pn3/1QP5/PP3PPP/RNB2RK1 b - - 2 9,b8d7 b3d5 g8f8 d5f7
r5k1/5ppp/6r1/p3Q3/8/2P2b2/PPq2BPP/4R1RK w - - 1 36,f2d4 f3g2 g1g2 c2g2
r4r1k/1p3p1p/p2Q2p1/3Np3/8/5PP1/PP1q3P/5RK1 b - - 0 23,a8d8 d6f6 h8g8 d5e7
4nk2/5p1p/3p2p1/1qpP3n/2N1P3/2Q4P/5PPB/6K1 w - - 0 29,c4d6 b5b1 c3c1 b1c1
2rr2k1/1bp2ppp/3q1n2/4p3/1PQP4/2N3P1/4PP1P/R1BR2K1 w - - 0 18,d4e5 d6d1 c3d1 d8d1
6k1/pbp4R/6p1/2p3Nn/8/1P1P3P/PBP1r1PK/8 w - - 1 30,h7c7 e2g2 h2h1 h5g3
8/8/2R5/3P4/7b/1PP1Bk2/8/1r4K1 w - - 1 46,g1h2 h4g3 h2h3 b1h1
3r1r2/6p1/pR2k2p/2p2bP1/2Np3P/2qP3B/PRP2P2/K7 b - - 1 34,e6d5 h3g2 f5e4 g2e4
6k1/3n3r/8/1p1q3p/5Qp1/2B3P1/PPr2P1P/4R1K1 b - - 1 32,b5b4 e1e8 d7f8 f4f8
3r2k1/p1p2ppp/1pQ5/4p3/2P2P1q/8/PP4PP/4R1K1 w - - 1 22,e1e5 d8d1 e5e1 d1e1
3r2k1/2b2pp1/7p/2B2q2/1P1P2n1/6P1/5PBP/R2QR1K1 w - - 3 28,g2h3 f5f2 g1h1 f2h2
1r3r1k/4R1pq/p2pB2p/3Pp3/Pp4Q1/5pP1/1P3P1P/2R3K1 w - - 2 33,c1c7 h7b1 c7c1 b1c1
5r2/pR6/6kp/8/4p1P1/P5K1/1P2r3/7R w - - 0 36,h1c1 f8f3 g3h4 e2h2
r5k1/1p1q3p/2p1pQpB/p3P3/Pn6/5RP1/6KP/8 b - - 3 30,b4d5 f6f8 a8f8 f3f8
5q2/p2k2bQ/2p1RBp1/3p2N1/3P4/8/P1r2PPP/R5K1 w - - 1 27,f6g7 f8f2 g1h1 f2g2
6k1/p1pq1r1p/1pQ1N3/1P1P2p1/P5b1/4n1P1/7P/2R3K1 b - - 1 30,d7d5 c6e8 f7f8 e8f8
4r1k1/1p2rp1p/pq4p1/3N1nN1/4Q3/1PP2n2/P4PPP/R3R1K1 w - - 7 25,e4f3 e7e1 a1e1 e8e1
r1br1b1k/4pP1p/n3P1p1/p1p5/4NB2/PB2KN2/2P4P/3R4 b - - 2 24,d8d1 f4e5 f8g7 f7f8q
1k1rr3/1p4pp/2p5/5P2/R2p1BP1/3K3P/1R6/3n4 b - - 8 37,b8c8 a4a8 c8d7 b2b7
1k1r1r2/p4Q2/2bp3p/2q3p1/2B5/2N5/PPP2PPP/R3R1K1 w - - 1 19,f7e6 c5f2 g1h1 f2g2
k1rr4/p5p1/2R5/5pp1/Q7/1P2q1P1/P5PP/2R3K1 w - - 0 30,g1h1 e3c1 c6c1 c8c1
1r4k1/pp2Q1pp/3N2r1/2p5/P4p1P/5qP1/5P2/4R1K1 b - - 0 32,f3d5 e7e8 b8e8 e1e8
8/3q1kn1/3p2p1/2pP1pQ1/8/2B3PP/2P4K/8 b - - 3 36,d7e8 g5f6 f7g8 f6g7
R7/3P1Kpk/2B4p/6bP/8/5p2/8/3r4 b - - 1 72,f3f2 c6e4 g7g6 h5g6
8/5p1k/1p4pp/p1b1P3/8/5NPq/3QR2P/7K w - - 2 41,d2d5 h3f1 f3g1 f1g1
r1b4k/5r2/p1n1pq2/np1p1P1Q/2p1P3/1BNP2R1/PPP3PP/R5K1 b - - 2 22,f7h7 h5e8 f6f8 e8f8
4r3/7k/p1nP4/1pP5/1P6/P1b2B2/3p1PPP/3R1K2 w - - 0 35,f3c6 e8e1 d1e1 d2e1q
r5r1/k1pQ2pp/p2p2p1/R2Pp3/1q6/3P3P/5PP1/2R3K1 b - - 0 30,b4a5 c1c7 a5c7 d7c7
7k/1p2r3/p1bq2rR/3p2Q1/6P1/8/PPP5/1K3R2 b - - 0 30,g6h6 f1f8 h8h7 g5g8
r5kr/1p1b2q1/3p2P1/2p1p2R/p3P3/1PPP4/P6Q/2K4R b - - 0 32,a4b3 h5h8 g7h8 h2h8
1rbr2k1/2qn1ppp/pp2pn2/6N1/P1pPB3/B1P1P3/2Q2PPP/2R2RK1 b - - 3 17,h7h6 e4h7 f6h7 c2h7
r2r2k1/1R1q1ppb/3B3p/P2Q4/8/3P4/5PPP/5RK1 b - - 0 25,d7d6 d5f7 g8h8 f7g7
8/8/2P5/6p1/2R5/1P3k1P/r7/5K2 w - - 0 46,b3b4 a2a1 c4c1 a1c1
1r1q1Nk1/pp2bpp1/2p1p2p/8/3P4/3QPNn1/PP3PPP/R3K2R b KQ - 0 15,g3h1 d3h7 g8f8 h7h8
2rb4/1QPb1pkp/3q2p1/3P1p2/8/4PN1P/5PP1/2R3K1 w - - 1 32,c7d8q c8c1 f3e1 c1e1
Q1bqkb1r/p3nppp/4p3/1p2P3/2pn4/2N5/1P3PPP/R1B1KBNR w KQk - 0 10,a1a7 d4c2 e1e2 d8d3
r1n2rk1/6b1/pp1p4/P1nPpBRp/2P1P2q/2NQ4/3B1p1P/6RK b - - 1 30,c5d3 g5g7 g8h8 g7h7
r2qkbnr/pppn1ppp/3p4/4p1Nb/2B1P3/2N4P/PPPP1PP1/R1BQK2R b KQkq - 4 6,h5d1 c4f7 e8e7 c3d5
3q2k1/5ppp/p3p3/3r2PP/1Pp2Q2/2P5/6P1/5R1K b - - 4 33,d8g5 f4f7 g8h8 f7e8
2R5/3q1p1k/6p1/8/1P3P2/r3Q1Pp/6bP/2R3K1 w - - 0 33,e3a3 d7d4 a3e3 d4e3
6r1/p1p4k/8/3qpp2/2R4P/2Q1P1P1/Pr3PK1/5R2 w - - 0 31,g2g1 g8g3 f2g3 d5g2
6k1/p4p1p/r5p1/8/8/2Q3PP/P4q2/4R2K b - - 1 33,h7h5 e1e8 g8h7 c3h8
8/6R1/1n1N1p2/1p5p/3P3k/Pp3P2/r6P/6K1 b - - 1 36,b3b2 d6f5 h4h3 g7g3
2kr3r/ppp2ppp/2B5/8/8/2NqPQP1/PP3PP1/R4K1R w - - 3 17,c3e2 d3d1 a1d1 d8d1
r1b1k2r/pp1p1pb1/2n1p1p1/6Bp/1qB1N2P/2P2Q2/PP3PP1/R3K2R b KQkq - 0 14,b4b2 e4d6 e8f8 f3f7
2r3k1/5pp1/4pn1p/3p3P/1P1Q2P1/rN1qPP2/KB6/6RR w - - 0 27,a2a3 c8a8 d4a7 a8a7
r4rk1/pp3ppp/5n2/8/1n1N4/q1NP4/2bBQ1PP/1K1R1B1R w - - 0 18,d4c2 a3b3 b1a1 b4c2
1r6/1p3pp1/p3k2p/3rpb2/3P4/4BP2/PP4PP/2KR3R w - - 0 21,h1e1 b8c8 c1d2 c8c2
4k2r/1p1n1ppp/3Qp3/2q3B1/8/8/PPr2PPP/R4RK1 w k - 2 17,f1d1 c5f2 g1h1 f2g2
r3r2k/2p4b/p6R/b4P2/2pqP3/P1N5/1P4Q1/1K4R1 b - - 0 32,e8g8 h6h7 h8h7 g2h2
4rrk1/3R1ppp/2p2b2/p5n1/N1B1q3/P3B1P1/2P1QP1P/3R2K1 w - - 3 23,c4d3 g5h3 g1f1 e4h1
7k/5Qp1/p3B2p/1p2b3/1P2Pp1q/P4R1P/2P3P1/3r2K1 w - - 3 34,g1h2 h4g3 f3g3 f4g3
r1b2rk1/ppp1Rppp/3p4/3P4/2P3q1/2Q5/PP3PPP/R1B3K1 w - - 0 15,e7c7 g4d1 c3e1 d1e1
1k1r3r/1q4pp/1QN1pp2/1p1p4/3P4/3PP1P1/1P3PP1/6K1 b - - 4 26,b8a8 b6a5 b7a6 a5a6
8/1ppqRkpp/p4B2/3p1p1P/2nP1n2/P1r5/B1P3Q1/7K b - - 3 33,d7e7 g2g7 f7e6 g7e7
3R1rk1/2r2p1p/5Qp1/4p3/4P3/1Pq2P2/P7/1K1R4 b - - 3 30,c7c6 d8f8 g8f8 d1d8
r2q1b1r/pp2kp2/4p2p/1B1pP1B1/4b2Q/8/PPP2PPP/R3K2R b KQ - 0 14,h6g5 h4g5 f7f6 g5f6
r2qkbnr/pp3pp1/3p3p/2p1N3/2BnPpb1/1PN5/PBPP2PP/R2Q1RK1 b kq - 5 9,g4d1 c4f7 e8e7 c3d5
1kb5/1p3pq1/4p3/2Qp4/1R6/8/P1P2PPP/R5K1 w - - 1 26,a2a4 g7a1 b4b1 a1b1
r1bq1rk1/ppp2p1N/2np1np1/8/5P2/1BP4R/P1Q3PP/RN4K1 b - - 0 19,f6h7 c2g6 g8h8 g6h7
4Q3/4N1pk/7p/1p2P3/5P2/p2P2KP/8/6q1 w - - 9 53,g3h4 g7g5 f4g5 g1g5
5k2/1pp2npQ/p4pB1/P1PP2p1/1P3b2/2B4P/4qPP1/6K1 w - - 3 30,g6f7 e2d1 c3e1 d1e1
1r4rk/4np2/2p2R1p/3p4/p2P2q1/P7/2B5/2K2R2 b - - 4 38,b8f8 f6h6 h8g7 h6h7
5r2/1q4pk/p3Q2p/1b2P3/5PR1/1P6/3r2PP/4R1K1 b - - 6 33,b5d7 e6g6 h7h8 g6g7
6rk/p2n3p/Pp1P4/1Np3q1/4Q3/6b1/1PP2P2/R4RK1 w - - 0 28,e4g2 g3h2 g1h2 g5g2
1Q6/p4Rbk/1p4pp/2p5/P3P3/1P1P4/2P3PP/3q2K1 w - - 1 31,f7f1 g7d4 g1h1 d1f1
6k1/5n1p/2rb2p1/4qp2/4p3/1BP5/PP2QPPP/3RR1K1 w - - 15 35,d1d4 e5h2 g1f1 h2h1
8/3pkp1p/1R2pn2/Q7/4b2P/P2r3K/8/5R2 w - - 3 27,h3h2 f6g4 h2g1 d3g3
7k/1p1qr2r/5Q2/p1p2P2/3pb3/2Pn3P/PP4R1/6RK b - - 0 32,e7g7 f6f8 g7g8 f8g8
k2r1r2/1pR4p/p2p1Pp1/3q4/8/4Q3/PP4PP/2R4K b - - 0 32,f8f6 c7c8 d8c8 c1c8
r2q2kr/pb4bp/2p2np1/6N1/8/4Q3/PPP2PPP/R4RK1 b - - 0 16,h7h6 e3e6 g8f8 e6f7
2r3k1/8/1p2Q1p1/p7/P7/2r2q1P/7K/6R1 b - - 0 43,g8h7 e6g6 h7h8 g6h6
8/4k1pp/p2bpp2/1p1bN3/3PnP2/P2KB1P1/1PB4P/8 w - - 0 30,e5f3 d5c4 d3e4 f6f5
r1b1k2r/pp1p1ppp/2n1p3/2b3B1/NqP1P1n1/5N2/PP3PPP/R2QKB1R w KQkq - 5 10,g5d2 c5f2 e1e2 b4c4
r2q2k1/1p1bb1pp/p3p3/3pPrN1/2nP1B1P/2N5/P1Q1KP2/R6R b - - 1 21,f5f4 c2h7 g8f8 h7h8
